ID Producto,ID Tienda,Fecha de Venta,Cantidad Vendida,Precio Unitario,Categoría de Producto,Ubicación de Tienda,Promoción o Descuento,Estacionalidad,Método de Pago,Nivel de Inventario,Venta_Total
Producto_35,Tienda_3,2023-04-14,13,219.04,Alimentos,Zona Oeste,1,0,Efectivo,30,2847.52
Producto_39,Tienda_3,2023-05-25,72,397.16,Hogar,Zona Norte,1,0,Tarjeta,30,28595.52
Producto_33,Tienda_2,2022-12-12,67,346.56,Electrónica,Zona Norte,1,0,Crédito,300,23219.52
Producto_21,Tienda_10,2022-08-12,90,210.9,Electrónica,Zona Este,1,1,Crédito,5,18981.0
Producto_2,Tienda_5,2023-08-17,53,480.96,Electrónica,Zona Sur,0,0,Crédito,10,25490.879999999997
Producto_2,Tienda_1,2023-08-20,3,43.91,Electrónica,Zona Este,0,1,Tarjeta,10,131.73
Producto_8,Tienda_8,2022-05-16,59,175.45,Juguetes,Zona Sur,0,1,Crédito,100,10351.55
Producto_27,Tienda_9,2022-01-31,70,205.35,Hogar,Zona Norte,0,0,Efectivo,100,14374.5
Producto_27,Tienda_7,2022-05-14,8,180.73,Alimentos,Zona Sur,1,0,Efectivo,5,1445.84
Producto_30,Tienda_10,2022-04-06,53,322.26,Alimentos,Zona Sur,1,0,Efectivo,20,17079.78
Producto_8,Tienda_9,2023-06-20,36,317.1,Hogar,Zona Oeste,1,0,Tarjeta,100,11415.6
Producto_14,Tienda_1,2023-03-05,48,114.23,Alimentos,Zona Este,1,1,Efectivo,30,5483.04
Producto_20,Tienda_7,2023-05-26,87,42.67,Electrónica,Zona Oeste,0,0,Crédito,10,3712.29
Producto_28,Tienda_4,2023-06-25,19,468.43,Alimentos,Zona Oeste,1,0,Tarjeta,100,8900.17
Producto_30,Tienda_6,2023-08-06,29,479.08,Electrónica,Zona Sur,1,0,Tarjeta,200,13893.32
Producto_36,Tienda_9,2023-05-08,33,103.2,Alimentos,Zona Este,1,0,Crédito,500,3405.6
Producto_12,Tienda_1,2022-08-03,38,229.83,Ropa,Zona Oeste,0,0,Crédito,200,8733.54
Producto_22,Tienda_2,2022-06-07,35,42.39,Alimentos,Zona Norte,1,0,Efectivo,30,1483.65
Producto_20,Tienda_1,2022-08-01,97,10.71,Ropa,Zona Norte,0,1,Tarjeta,100,1038.8700000000001
Producto_50,Tienda_2,2023-12-10,28,364.73,Electrónica,Zona Este,0,1,Crédito,200,10212.44
Producto_28,Tienda_4,2023-10-28,60,132.05,Juguetes,Zona Este,0,1,Crédito,30,7923.000000000001
Producto_22,Tienda_3,2022-12-03,59,289.38,Deportes,Zona Este,1,0,Efectivo,500,17073.42
Producto_39,Tienda_5,2023-06-05,70,157.02,Juguetes,Zona Norte,0,0,Tarjeta,500,10991.400000000001
Producto_9,Tienda_1,2023-08-03,53,270.48,Juguetes,Zona Este,1,0,Crédito,20,14335.44
Producto_45,Tienda_2,2023-02-17,71,288.31,Juguetes,Zona Este,0,0,Efectivo,500,20470.01
Producto_27,Tienda_3,2023-09-18,15,456.5,Electrónica,Zona Este,0,0,Tarjeta,300,6847.5
Producto_36,Tienda_6,2023-06-22,5,79.87,Electrónica,Zona Oeste,0,1,Crédito,200,399.35
Producto_50,Tienda_6,2022-07-14,49,14.38,Deportes,Zona Oeste,1,1,Efectivo,500,704.62
Producto_31,Tienda_3,2023-04-07,48,359.74,Ropa,Zona Sur,0,1,Tarjeta,100,17267.52
Producto_9,Tienda_7,2023-09-30,44,362.29,Electrónica,Zona Norte,0,0,Tarjeta,200,15940.76
Producto_35,Tienda_2,2022-04-23,49,284.7,Ropa,Zona Norte,1,0,Tarjeta,20,13950.3
Producto_45,Tienda_7,2022-11-21,87,380.94,Deportes,Zona Este,1,0,Efectivo,500,33141.78
Producto_10,Tienda_10,2023-01-17,11,130.81,Juguetes,Zona Sur,0,1,Crédito,300,1438.91
Producto_26,Tienda_1,2022-04-13,82,57.45,Deportes,Zona Este,1,0,Tarjeta,20,4710.900000000001
Producto_28,Tienda_4,2023-02-06,54,31.05,Alimentos,Zona Oeste,0,0,Crédito,5,1676.7
Producto_3,Tienda_6,2022-10-31,22,491.5,Juguetes,Zona Este,1,0,Crédito,50,10813.0
Producto_30,Tienda_4,2023-07-11,98,18.45,Deportes,Zona Oeste,0,1,Crédito,50,1808.1
Producto_32,Tienda_10,2023-06-17,15,45.7,Juguetes,Zona Este,1,0,Crédito,30,685.5
Producto_35,Tienda_5,2022-05-10,38,465.63,Juguetes,Zona Oeste,0,0,Crédito,100,17693.94
Producto_44,Tienda_9,2022-08-29,13,447.62,Electrónica,Zona Este,0,1,Crédito,30,5819.06
Producto_34,Tienda_9,2023-06-22,53,97.34,Alimentos,Zona Este,1,0,Tarjeta,500,5159.02
Producto_12,Tienda_1,2022-07-07,21,46.43,Hogar,Zona Sur,0,0,Efectivo,20,975.03
Producto_11,Tienda_4,2022-01-25,1,70.92,Hogar,Zona Sur,0,1,Efectivo,5,70.92
Producto_30,Tienda_3,2022-03-02,74,218.24,Deportes,Zona Este,1,0,Efectivo,100,16149.76
Producto_4,Tienda_8,2022-05-25,98,85.08,Hogar,Zona Oeste,0,1,Efectivo,20,8337.84
Producto_21,Tienda_5,2023-10-31,63,481.37,Electrónica,Zona Norte,1,0,Tarjeta,30,30326.31
Producto_29,Tienda_5,2023-02-11,33,84.66,Electrónica,Zona Sur,1,0,Tarjeta,100,2793.7799999999997
Producto_47,Tienda_8,2022-02-06,64,289.19,Ropa,Zona Este,1,0,Crédito,200,18508.16
Producto_43,Tienda_6,2023-12-15,1,136.68,Alimentos,Zona Sur,1,1,Efectivo,300,136.68
Producto_49,Tienda_6,2023-10-04,22,84.42,Electrónica,Zona Norte,0,0,Crédito,30,1857.24
Producto_11,Tienda_5,2023-12-08,96,103.06,Alimentos,Zona Sur,0,0,Crédito,30,9893.76
Producto_14,Tienda_3,2023-08-01,43,342.0,Ropa,Zona Sur,1,0,Efectivo,10,14706.0
Producto_29,Tienda_4,2023-03-17,35,79.94,Alimentos,Zona Oeste,1,1,Efectivo,200,2797.9
Producto_24,Tienda_1,2023-08-19,23,348.27,Ropa,Zona Sur,1,0,Tarjeta,200,8010.209999999999
Producto_49,Tienda_1,2023-04-01,88,149.19,Hogar,Zona Norte,1,1,Tarjeta,30,13128.72
Producto_11,Tienda_2,2023-09-27,49,470.94,Ropa,Zona Sur,0,1,Crédito,500,23076.06
Producto_25,Tienda_2,2022-06-30,44,377.28,Ropa,Zona Oeste,1,1,Tarjeta,30,16600.32
Producto_35,Tienda_3,2022-08-17,46,72.78,Electrónica,Zona Oeste,0,0,Crédito,300,3347.88
Producto_22,Tienda_4,2023-11-14,12,419.76,Ropa,Zona Sur,1,1,Efectivo,200,5037.12
Producto_23,Tienda_2,2022-07-01,62,415.19,Electrónica,Zona Oeste,1,1,Tarjeta,30,25741.78
Producto_23,Tienda_4,2022-08-11,59,350.27,Ropa,Zona Oeste,1,1,Efectivo,30,20665.93
Producto_22,Tienda_3,2023-05-18,79,23.12,Juguetes,Zona Sur,1,1,Tarjeta,5,1826.48
Producto_9,Tienda_4,2023-02-26,19,167.56,Ropa,Zona Sur,0,0,Tarjeta,5,3183.64
Producto_27,Tienda_8,2022-09-29,68,320.46,Alimentos,Zona Oeste,0,0,Tarjeta,20,21791.28
Producto_5,Tienda_5,2023-04-30,4,342.07,Ropa,Zona Oeste,0,1,Efectivo,30,1368.28
Producto_17,Tienda_1,2023-06-03,61,141.98,Hogar,Zona Norte,1,1,Tarjeta,20,8660.779999999999
Producto_24,Tienda_4,2022-06-20,4,46.69,Juguetes,Zona Este,1,0,Crédito,20,186.76
Producto_2,Tienda_2,2022-07-25,74,264.61,Alimentos,Zona Sur,0,1,Crédito,100,19581.14
Producto_17,Tienda_8,2023-10-24,93,296.17,Deportes,Zona Norte,1,0,Tarjeta,100,27543.81
Producto_21,Tienda_6,2022-03-14,58,107.33,Electrónica,Zona Sur,0,0,Efectivo,10,6225.14
Producto_48,Tienda_8,2023-09-08,24,300.32,Hogar,Zona Este,0,0,Efectivo,100,7207.68
Producto_28,Tienda_3,2023-11-10,89,80.94,Electrónica,Zona Norte,1,1,Tarjeta,20,7203.66
Producto_24,Tienda_6,2022-03-23,78,265.54,Juguetes,Zona Este,1,0,Efectivo,10,20712.120000000003
Producto_11,Tienda_6,2023-10-31,4,146.61,Ropa,Zona Norte,1,1,Efectivo,50,586.44
Producto_40,Tienda_6,2023-05-21,28,75.46,Juguetes,Zona Sur,0,0,Crédito,50,2112.8799999999997
Producto_35,Tienda_7,2023-10-12,85,52.84,Juguetes,Zona Oeste,0,0,Tarjeta,200,4491.400000000001
Producto_34,Tienda_10,2023-05-28,36,103.69,Hogar,Zona Norte,1,0,Efectivo,500,3732.84
Producto_6,Tienda_3,2022-11-21,18,111.73,Alimentos,Zona Este,0,0,Tarjeta,10,2011.14
Producto_9,Tienda_8,2023-09-10,25,424.95,Juguetes,Zona Norte,0,0,Tarjeta,100,10623.75
Producto_43,Tienda_7,2023-10-17,29,113.82,Ropa,Zona Norte,1,1,Crédito,10,3300.7799999999997
Producto_40,Tienda_9,2023-03-11,8,468.19,Electrónica,Zona Sur,1,1,Crédito,200,3745.52
Producto_36,Tienda_3,2023-07-29,24,51.36,Deportes,Zona Oeste,0,0,Tarjeta,50,1232.6399999999999
Producto_9,Tienda_3,2023-11-28,4,354.42,Juguetes,Zona Norte,1,1,Tarjeta,300,1417.68
Producto_18,Tienda_7,2023-08-09,9,152.53,Alimentos,Zona Sur,1,0,Tarjeta,10,1372.77
Producto_16,Tienda_7,2023-01-17,36,381.5,Juguetes,Zona Oeste,1,1,Tarjeta,200,13734.0
Producto_8,Tienda_10,2022-01-22,84,90.44,Electrónica,Zona Sur,1,1,Crédito,200,7596.96
Producto_7,Tienda_5,2022-05-19,92,442.21,Electrónica,Zona Este,0,0,Tarjeta,30,40683.32
Producto_8,Tienda_6,2023-06-13,38,117.73,Electrónica,Zona Norte,1,1,Efectivo,50,4473.74
Producto_26,Tienda_3,2022-11-27,89,319.74,Ropa,Zona Sur,1,0,Tarjeta,20,28456.86
Producto_25,Tienda_7,2023-08-19,70,482.5,Deportes,Zona Este,0,1,Efectivo,50,33775.0
Producto_5,Tienda_4,2022-06-17,89,317.01,Hogar,Zona Este,1,1,Efectivo,30,28213.89
Producto_15,Tienda_10,2022-07-19,82,26.25,Hogar,Zona Sur,0,1,Tarjeta,10,2152.5
Producto_24,Tienda_4,2022-12-01,22,420.56,Juguetes,Zona Este,1,0,Tarjeta,100,9252.32
Producto_40,Tienda_1,2023-04-20,74,164.65,Alimentos,Zona Sur,1,0,Tarjeta,50,12184.1
Producto_36,Tienda_4,2022-04-19,80,172.48,Alimentos,Zona Este,1,0,Tarjeta,200,13798.4
Producto_24,Tienda_10,2023-10-10,54,86.56,Deportes,Zona Este,0,0,Crédito,100,4674.24
Producto_15,Tienda_1,2023-12-07,29,30.55,Deportes,Zona Norte,1,1,Efectivo,200,885.95
Producto_36,Tienda_8,2023-04-30,63,94.33,Ropa,Zona Oeste,1,0,Crédito,20,5942.79
Producto_48,Tienda_4,2023-05-17,6,422.72,Alimentos,Zona Sur,1,0,Tarjeta,100,2536.32
Producto_2,Tienda_4,2022-03-04,25,428.55,Deportes,Zona Oeste,1,1,Efectivo,50,10713.75
Producto_3,Tienda_2,2023-12-28,80,373.17,Juguetes,Zona Este,0,1,Tarjeta,30,29853.600000000002
Producto_1,Tienda_6,2023-10-13,11,56.87,Ropa,Zona Este,0,0,Tarjeta,300,625.5699999999999
Producto_18,Tienda_10,2023-03-25,20,493.34,Deportes,Zona Sur,0,0,Tarjeta,30,9866.8
Producto_16,Tienda_4,2023-05-15,77,112.63,Juguetes,Zona Norte,1,0,Crédito,300,8672.51
Producto_17,Tienda_5,2023-08-04,87,205.41,Electrónica,Zona Este,1,1,Efectivo,50,17870.67
Producto_15,Tienda_3,2022-03-14,79,292.05,Juguetes,Zona Sur,1,0,Crédito,5,23071.95
Producto_47,Tienda_8,2023-02-20,84,426.47,Hogar,Zona Este,0,1,Tarjeta,30,35823.48
Producto_16,Tienda_8,2022-03-12,83,437.1,Electrónica,Zona Sur,0,0,Crédito,500,36279.3
Producto_44,Tienda_3,2022-03-08,40,460.6,Hogar,Zona Este,1,1,Tarjeta,300,18424.0
Producto_46,Tienda_9,2022-12-04,84,281.01,Deportes,Zona Norte,1,1,Crédito,500,23604.84
Producto_49,Tienda_4,2023-09-09,69,487.84,Hogar,Zona Sur,0,0,Crédito,5,33660.96
Producto_1,Tienda_5,2022-12-21,5,161.11,Ropa,Zona Este,0,1,Efectivo,300,805.5500000000001
Producto_9,Tienda_6,2023-03-09,53,65.23,Deportes,Zona Sur,0,1,Efectivo,20,3457.19
Producto_5,Tienda_3,2023-11-04,88,394.62,Juguetes,Zona Norte,1,1,Crédito,20,34726.56
Producto_34,Tienda_2,2023-01-17,31,128.69,Hogar,Zona Oeste,0,1,Efectivo,5,3989.39
Producto_12,Tienda_7,2023-05-12,29,423.69,Electrónica,Zona Sur,0,0,Efectivo,500,12287.01
Producto_48,Tienda_4,2022-12-05,14,473.65,Electrónica,Zona Norte,0,0,Efectivo,30,6631.099999999999
Producto_46,Tienda_6,2023-08-28,19,275.88,Juguetes,Zona Este,0,0,Efectivo,300,5241.72
Producto_15,Tienda_10,2022-02-28,43,407.2,Alimentos,Zona Sur,0,0,Tarjeta,300,17509.6
Producto_15,Tienda_2,2022-12-25,6,345.1,Hogar,Zona Sur,1,0,Efectivo,10,2070.6000000000004
Producto_26,Tienda_2,2022-01-02,31,250.63,Electrónica,Zona Sur,1,1,Tarjeta,5,7769.53
Producto_31,Tienda_4,2023-12-18,90,307.97,Hogar,Zona Este,1,1,Crédito,5,27717.300000000003
Producto_41,Tienda_1,2023-03-25,9,350.41,Electrónica,Zona Oeste,1,1,Tarjeta,200,3153.69
Producto_26,Tienda_9,2022-01-10,93,177.43,Hogar,Zona Este,1,1,Crédito,300,16500.99
Producto_10,Tienda_7,2022-03-26,8,302.12,Alimentos,Zona Norte,1,1,Efectivo,50,2416.96
Producto_48,Tienda_10,2022-07-19,5,235.26,Hogar,Zona Oeste,0,1,Tarjeta,5,1176.3
Producto_32,Tienda_10,2023-02-13,77,276.57,Electrónica,Zona Este,1,0,Efectivo,100,21295.89
Producto_30,Tienda_2,2022-10-09,2,435.44,Electrónica,Zona Norte,1,1,Tarjeta,50,870.88
Producto_45,Tienda_9,2023-03-24,79,198.29,Juguetes,Zona Sur,1,1,Efectivo,20,15664.91
Producto_16,Tienda_9,2023-02-12,32,180.6,Hogar,Zona Sur,0,1,Efectivo,200,5779.2
Producto_37,Tienda_8,2022-09-14,71,157.34,Ropa,Zona Oeste,1,0,Crédito,200,11171.14
Producto_31,Tienda_10,2023-12-23,83,112.32,Hogar,Zona Este,0,0,Tarjeta,30,9322.56
Producto_13,Tienda_8,2023-06-13,52,64.98,Electrónica,Zona Norte,0,1,Efectivo,10,3378.96
Producto_18,Tienda_4,2023-12-18,81,486.1,Alimentos,Zona Norte,0,0,Crédito,100,39374.1
Producto_37,Tienda_9,2023-12-09,26,372.56,Juguetes,Zona Norte,1,1,Tarjeta,10,9686.56
Producto_37,Tienda_9,2023-09-20,15,328.92,Alimentos,Zona Oeste,0,1,Efectivo,30,4933.8
Producto_35,Tienda_5,2023-02-01,29,285.09,Ropa,Zona Este,1,1,Crédito,5,8267.609999999999
Producto_46,Tienda_1,2022-03-09,55,357.0,Alimentos,Zona Norte,0,0,Crédito,300,19635.0
Producto_32,Tienda_4,2023-04-16,59,392.22,Juguetes,Zona Este,1,0,Efectivo,20,23140.980000000003
Producto_42,Tienda_3,2022-01-20,30,366.37,Ropa,Zona Oeste,1,0,Efectivo,5,10991.1
Producto_50,Tienda_2,2023-08-03,10,417.2,Juguetes,Zona Este,1,1,Tarjeta,500,4172.0
Producto_4,Tienda_1,2023-04-17,61,384.59,Alimentos,Zona Sur,1,0,Tarjeta,50,23459.989999999998
Producto_11,Tienda_9,2023-04-21,89,85.92,Deportes,Zona Oeste,1,1,Efectivo,50,7646.88
Producto_13,Tienda_7,2022-05-07,69,429.23,Ropa,Zona Norte,0,1,Tarjeta,50,29616.870000000003
Producto_2,Tienda_8,2022-12-21,5,383.92,Deportes,Zona Oeste,1,0,Crédito,20,1919.6000000000001
Producto_50,Tienda_3,2022-06-10,87,341.71,Alimentos,Zona Oeste,0,0,Tarjeta,200,29728.769999999997
Producto_48,Tienda_8,2022-05-08,38,103.59,Alimentos,Zona Oeste,1,1,Crédito,100,3936.42
Producto_24,Tienda_3,2022-12-11,2,132.53,Electrónica,Zona Norte,1,0,Crédito,100,265.06
Producto_31,Tienda_2,2023-09-04,89,422.24,Alimentos,Zona Norte,0,0,Crédito,200,37579.36
Producto_36,Tienda_3,2022-07-23,90,142.27,Alimentos,Zona Este,1,0,Efectivo,20,12804.300000000001
Producto_12,Tienda_7,2023-02-20,9,81.28,Alimentos,Zona Sur,0,0,Crédito,200,731.52
Producto_40,Tienda_9,2022-05-01,32,11.77,Alimentos,Zona Oeste,1,0,Tarjeta,20,376.64
Producto_44,Tienda_3,2023-10-01,22,34.46,Alimentos,Zona Norte,0,1,Efectivo,10,758.12
Producto_42,Tienda_6,2022-08-19,57,104.76,Alimentos,Zona Oeste,0,0,Tarjeta,50,5971.320000000001
Producto_32,Tienda_10,2023-07-13,63,438.22,Hogar,Zona Sur,0,1,Tarjeta,20,27607.86
Producto_27,Tienda_7,2022-08-15,4,282.1,Electrónica,Zona Norte,1,1,Crédito,300,1128.4
Producto_30,Tienda_9,2023-01-25,97,277.83,Juguetes,Zona Oeste,1,1,Tarjeta,50,26949.51
Producto_40,Tienda_10,2022-12-26,27,377.81,Juguetes,Zona Norte,1,0,Crédito,30,10200.87
Producto_3,Tienda_1,2022-06-01,93,180.03,Deportes,Zona Norte,1,0,Crédito,5,16742.79
Producto_1,Tienda_2,2022-11-24,5,226.42,Alimentos,Zona Sur,1,0,Crédito,10,1132.1
Producto_41,Tienda_2,2023-05-04,72,218.36,Deportes,Zona Sur,0,1,Crédito,20,15721.920000000002
Producto_8,Tienda_2,2022-06-28,22,247.34,Alimentos,Zona Norte,1,0,Tarjeta,20,5441.4800000000005
Producto_33,Tienda_8,2022-02-27,88,265.33,Juguetes,Zona Oeste,1,0,Efectivo,50,23349.039999999997
Producto_21,Tienda_10,2022-04-01,7,176.03,Deportes,Zona Este,0,1,Crédito,300,1232.21
Producto_33,Tienda_9,2023-05-17,87,252.07,Electrónica,Zona Norte,1,0,Crédito,200,21930.09
Producto_7,Tienda_1,2022-12-22,26,391.11,Juguetes,Zona Norte,0,0,Tarjeta,500,10168.86
Producto_36,Tienda_4,2022-08-15,80,199.1,Alimentos,Zona Sur,0,0,Crédito,5,15928.0
Producto_32,Tienda_4,2022-08-10,82,342.17,Juguetes,Zona Sur,0,1,Crédito,50,28057.940000000002
Producto_25,Tienda_6,2023-02-14,93,267.14,Alimentos,Zona Norte,0,0,Tarjeta,100,24844.02
Producto_22,Tienda_4,2022-09-02,66,107.61,Hogar,Zona Sur,0,0,Tarjeta,100,7102.26
Producto_42,Tienda_4,2023-06-03,50,322.15,Deportes,Zona Norte,0,1,Tarjeta,500,16107.499999999998
Producto_44,Tienda_8,2022-09-23,39,333.32,Ropa,Zona Sur,1,0,Efectivo,50,12999.48
Producto_10,Tienda_3,2022-04-20,29,130.29,Hogar,Zona Norte,0,1,Tarjeta,50,3778.41
Producto_29,Tienda_10,2022-12-27,39,315.05,Ropa,Zona Sur,0,1,Tarjeta,200,12286.95
Producto_35,Tienda_10,2022-09-23,8,161.67,Electrónica,Zona Oeste,0,1,Efectivo,500,1293.36
Producto_42,Tienda_7,2022-05-26,64,129.63,Hogar,Zona Este,1,0,Crédito,100,8296.32
Producto_49,Tienda_7,2023-09-02,71,100.41,Deportes,Zona Oeste,0,0,Efectivo,200,7129.11
Producto_15,Tienda_3,2023-06-25,1,414.49,Juguetes,Zona Sur,1,1,Crédito,50,414.49
Producto_11,Tienda_5,2023-06-29,91,308.92,Alimentos,Zona Norte,0,0,Tarjeta,5,28111.72
Producto_6,Tienda_3,2022-03-19,30,363.76,Deportes,Zona Sur,1,0,Crédito,50,10912.8
Producto_15,Tienda_9,2023-10-11,26,196.56,Electrónica,Zona Oeste,1,0,Crédito,30,5110.56
Producto_24,Tienda_10,2022-06-25,34,409.58,Alimentos,Zona Sur,0,0,Efectivo,5,13925.72
Producto_23,Tienda_6,2022-08-09,5,53.99,Alimentos,Zona Este,0,0,Tarjeta,200,269.95
Producto_41,Tienda_9,2022-03-13,6,196.87,Hogar,Zona Oeste,0,0,Efectivo,50,1181.22
Producto_12,Tienda_1,2023-09-22,45,344.23,Electrónica,Zona Norte,0,1,Tarjeta,5,15490.35
Producto_4,Tienda_7,2023-12-28,94,201.32,Ropa,Zona Oeste,1,1,Tarjeta,30,18924.079999999998
Producto_13,Tienda_10,2023-10-13,16,227.7,Juguetes,Zona Norte,1,1,Efectivo,100,3643.2
Producto_4,Tienda_8,2023-05-03,19,8.63,Ropa,Zona Oeste,0,1,Tarjeta,100,163.97000000000003
Producto_33,Tienda_10,2022-04-25,78,41.33,Alimentos,Zona Sur,1,1,Efectivo,30,3223.74
Producto_30,Tienda_8,2022-07-18,30,86.52,Deportes,Zona Este,0,1,Tarjeta,500,2595.6
Producto_37,Tienda_9,2023-08-02,35,100.15,Alimentos,Zona Sur,0,0,Tarjeta,500,3505.25
Producto_34,Tienda_4,2022-05-23,7,22.73,Hogar,Zona Este,1,1,Tarjeta,50,159.11
Producto_39,Tienda_4,2022-04-03,93,418.55,Juguetes,Zona Este,0,1,Crédito,20,38925.15
Producto_22,Tienda_1,2022-12-02,26,190.78,Hogar,Zona Oeste,1,1,Tarjeta,50,4960.28
Producto_29,Tienda_3,2022-07-29,83,92.52,Alimentos,Zona Sur,0,1,Efectivo,50,7679.16
Producto_30,Tienda_7,2022-03-02,97,359.09,Ropa,Zona Norte,1,1,Efectivo,30,34831.729999999996
Producto_46,Tienda_1,2022-02-01,35,304.5,Hogar,Zona Sur,1,0,Crédito,10,10657.5
Producto_14,Tienda_3,2023-07-31,80,57.63,Hogar,Zona Oeste,1,0,Crédito,30,4610.400000000001
Producto_36,Tienda_7,2022-03-15,15,315.4,Electrónica,Zona Oeste,0,1,Crédito,100,4731.0
Producto_33,Tienda_5,2022-10-05,2,498.26,Juguetes,Zona Norte,0,0,Tarjeta,50,996.52
Producto_41,Tienda_8,2022-04-23,55,265.16,Ropa,Zona Norte,0,0,Tarjeta,500,14583.800000000001
Producto_48,Tienda_1,2023-09-03,92,132.34,Deportes,Zona Oeste,0,1,Crédito,200,12175.28
Producto_27,Tienda_2,2023-06-08,94,178.17,Hogar,Zona Oeste,1,1,Tarjeta,300,16747.98
Producto_45,Tienda_6,2023-05-20,85,306.62,Deportes,Zona Oeste,1,1,Crédito,5,26062.7
Producto_17,Tienda_7,2023-04-05,90,360.27,Alimentos,Zona Este,0,0,Tarjeta,5,32424.3
Producto_6,Tienda_7,2023-12-05,84,359.04,Juguetes,Zona Este,1,1,Efectivo,300,30159.36
Producto_10,Tienda_10,2022-12-28,86,170.81,Juguetes,Zona Oeste,1,1,Efectivo,5,14689.66
Producto_13,Tienda_6,2022-08-05,2,443.74,Juguetes,Zona Sur,1,1,Efectivo,30,887.48
Producto_31,Tienda_9,2022-11-10,99,355.87,Hogar,Zona Norte,0,1,Crédito,200,35231.13
Producto_31,Tienda_6,2022-03-24,56,272.71,Hogar,Zona Norte,1,1,Efectivo,500,15271.759999999998
Producto_27,Tienda_5,2022-05-12,66,355.06,Ropa,Zona Sur,0,0,Tarjeta,30,23433.96
Producto_15,Tienda_1,2023-08-03,47,403.53,Hogar,Zona Este,0,1,Crédito,30,18965.91
Producto_44,Tienda_9,2023-08-26,25,380.81,Deportes,Zona Sur,0,1,Efectivo,20,9520.25
Producto_33,Tienda_7,2022-01-08,26,321.91,Alimentos,Zona Oeste,1,1,Efectivo,20,8369.66
Producto_37,Tienda_2,2022-12-04,29,204.9,Juguetes,Zona Oeste,0,1,Crédito,50,5942.1
Producto_12,Tienda_8,2022-12-15,97,232.62,Ropa,Zona Sur,0,1,Crédito,100,22564.14
Producto_43,Tienda_7,2023-09-29,6,449.6,Juguetes,Zona Este,0,0,Crédito,20,2697.6000000000004
Producto_34,Tienda_8,2023-02-23,74,338.96,Ropa,Zona Sur,1,0,Crédito,20,25083.039999999997
Producto_40,Tienda_10,2022-11-12,53,154.63,Electrónica,Zona Norte,1,1,Efectivo,20,8195.39
Producto_3,Tienda_10,2023-02-11,8,198.3,Electrónica,Zona Este,0,0,Crédito,100,1586.4
Producto_29,Tienda_6,2023-06-24,21,147.52,Hogar,Zona Oeste,0,0,Tarjeta,500,3097.92
Producto_33,Tienda_7,2023-03-11,73,139.27,Juguetes,Zona Sur,0,0,Crédito,100,10166.710000000001
Producto_35,Tienda_6,2022-01-31,28,314.34,Juguetes,Zona Sur,1,0,Efectivo,500,8801.519999999999
Producto_14,Tienda_8,2022-09-20,8,78.96,Ropa,Zona Norte,0,1,Tarjeta,50,631.68
Producto_35,Tienda_7,2022-09-27,73,111.05,Alimentos,Zona Este,1,0,Crédito,30,8106.65
Producto_29,Tienda_10,2023-01-04,11,201.96,Alimentos,Zona Norte,0,1,Crédito,300,2221.56
Producto_42,Tienda_7,2022-06-13,100,121.59,Deportes,Zona Oeste,1,1,Efectivo,5,12159.0
Producto_25,Tienda_7,2023-09-26,73,333.59,Alimentos,Zona Oeste,0,0,Crédito,50,24352.07
Producto_44,Tienda_6,2023-04-13,78,319.84,Deportes,Zona Este,1,0,Tarjeta,300,24947.519999999997
Producto_47,Tienda_5,2023-01-31,45,377.02,Hogar,Zona Norte,0,1,Tarjeta,30,16965.899999999998
Producto_20,Tienda_4,2023-09-17,30,133.34,Hogar,Zona Norte,1,1,Tarjeta,50,4000.2000000000003
Producto_26,Tienda_7,2023-12-09,53,76.48,Hogar,Zona Este,0,1,Efectivo,200,4053.44
Producto_15,Tienda_6,2023-05-04,71,417.85,Deportes,Zona Este,0,0,Tarjeta,20,29667.350000000002
Producto_2,Tienda_10,2023-10-16,1,67.93,Juguetes,Zona Sur,0,1,Efectivo,500,67.93
Producto_2,Tienda_7,2022-09-15,9,130.46,Electrónica,Zona Oeste,1,0,Crédito,30,1174.14
Producto_3,Tienda_5,2023-08-01,26,446.65,Electrónica,Zona Norte,1,0,Crédito,300,11612.9
Producto_33,Tienda_2,2022-04-19,47,470.44,Deportes,Zona Oeste,1,0,Crédito,500,22110.68
Producto_39,Tienda_9,2023-08-02,3,40.87,Alimentos,Zona Este,1,0,Efectivo,20,122.60999999999999
Producto_7,Tienda_9,2023-08-26,71,276.32,Juguetes,Zona Este,1,0,Crédito,200,19618.72
Producto_5,Tienda_7,2022-09-29,3,275.22,Deportes,Zona Sur,0,0,Efectivo,10,825.6600000000001
Producto_10,Tienda_9,2022-12-10,31,120.93,Deportes,Zona Oeste,0,1,Tarjeta,300,3748.8300000000004
Producto_25,Tienda_3,2023-08-20,56,484.72,Hogar,Zona Norte,0,1,Crédito,100,27144.32
Producto_6,Tienda_5,2023-03-11,31,259.83,Deportes,Zona Norte,0,1,Crédito,500,8054.73
Producto_44,Tienda_7,2023-08-18,89,113.29,Ropa,Zona Norte,0,1,Tarjeta,200,10082.810000000001
Producto_22,Tienda_5,2023-08-16,42,23.28,Electrónica,Zona Norte,0,1,Efectivo,50,977.76
Producto_12,Tienda_1,2022-05-05,50,442.51,Hogar,Zona Sur,0,1,Crédito,20,22125.5
Producto_8,Tienda_6,2023-02-24,11,366.89,Ropa,Zona Sur,1,1,Crédito,50,4035.79
